name|newurl|oldurl
I am unable to connect to the VPN after updating to OSX 10.10 (Yosemite)|https://helpdesk.privateinternetaccess.com/hc/en-us/articles/219499447-I-am-unable-to-connect-to-the-VPN-after-updating-to-OSX-10-10-Yosemite-|https://support.privateinternetaccess.com/Knowledgebase/Article/View/67/6/i-am-unable-to-connect-to-the-vpn-after-updating-to-osx-1010-yosemite
How do I disable IPv6 traffic on my Windows computer?|https://helpdesk.privateinternetaccess.com/hc/en-us/articles/219015628-How-do-I-disable-IPv6-traffic-on-my-Windows-computer-|https://support.privateinternetaccess.com/Knowledgebase/Article/View/97
Setting Up L2TP + PIA on Windows 10|https://helpdesk.privateinternetaccess.com/hc/en-us/articles/218983768-Setting-Up-L2TP-PIA-on-Windows-10|https://support.privateinternetaccess.com/Knowledgebase/Article/View/93
I can't access the internet when I disconnect from the VPN. I'm not using the killswitch (Windows)|https://helpdesk.privateinternetaccess.com/hc/en-us/articles/219016668-I-can-t-access-the-internet-when-I-disconnect-from-the-VPN-I-m-not-using-the-killswitch-Windows-|https://support.privateinternetaccess.com/Knowledgebase/Article/View/46/18/i-cant-access-the-internet-when-i-disconnect-from-the-vpn-i-am-not-using-the-killswitchwindows
How do I disable IPv6 traffic on my Mac computer?|https://helpdesk.privateinternetaccess.com/hc/en-us/articles/219015618-How-do-I-disable-IPv6-traffic-on-my-Mac-computer-|https://support.privateinternetaccess.com/Knowledgebase/Article/View/98
Setting Up L2TP + PIA on Mac OSX|https://helpdesk.privateinternetaccess.com/hc/en-us/articles/219438117-Setting-Up-L2TP-PIA-on-Mac-OSX|
I'm experiencing slow speeds, what can I do?|https://helpdesk.privateinternetaccess.com/hc/en-us/articles/219059288-I-m-experiencing-slow-speeds-what-can-I-do-|
How do I uninstall/reinstall the PIA app on Windows?|https://helpdesk.privateinternetaccess.com/hc/en-us/articles/219498647-How-do-I-uninstall-reinstall-the-PIA-app-on-Windows-|https://support.privateinternetaccess.com/Knowledgebase/Article/View/32/18/how-do-i-uninstall-and-reinstall-your-application-on-windows
How do I clear my cookies and browsing history in my internet browser?|https://helpdesk.privateinternetaccess.com/hc/en-us/articles/219458947-How-do-I-clear-my-cookies-and-browsing-history-in-my-internet-browser-|
How do I access my home server / intranet while connected to the VPN?|https://helpdesk.privateinternetaccess.com/hc/en-us/articles/219015398-How-do-I-access-my-home-server-intranet-while-connected-to-the-VPN-|https://support.privateinternetaccess.com/Knowledgebase/Article/View/104
I'm getting Mac OSX Error 1712|https://helpdesk.privateinternetaccess.com/hc/en-us/articles/219660627-I-m-getting-Mac-OSX-Error-1712|https://support.privateinternetaccess.com/Knowledgebase/Article/View/110
Uninstalling the Linux Beta Client|https://helpdesk.privateinternetaccess.com/hc/en-us/articles/219660167-Uninstalling-the-Linux-Beta-Client|https://support.privateinternetaccess.com/Knowledgebase/Article/View/128/7/uninstalling-the-linux-beta-client
I'm not able to login|https://helpdesk.privateinternetaccess.com/hc/en-us/articles/219458437-I-m-not-able-to-login|https://support.privateinternetaccess.com/Knowledgebase/Article/View/136
Performing a clean reinstallation of the Private Internet Access application on Windows 10|https://helpdesk.privateinternetaccess.com/hc/en-us/articles/219058318-Performing-a-clean-reinstallation-of-the-Private-Internet-Access-application-on-Windows-10|https://support.privateinternetaccess.com/Knowledgebase/Article/View/134/18/how-to-perform-a-clean-reinstallation-of-the-private-internet-access-application-on-windows-10
Windows Install|https://www.privateinternetaccess.com/installer/download_installer_win|https://support.privateinternetaccess.com/Knowledgebase/Article/View/71/18/windows-install
My FTP client will not connect when using the VPN|https://helpdesk.privateinternetaccess.com/hc/en-us/articles/219334388-My-FTP-client-will-not-connect-when-using-the-VPN|https://support.privateinternetaccess.com/Knowledgebase/Article/View/43/23/my-ftp-client-will-not-connect-when-using-the-vpn
How can I set up the VPN on Chromebook/ChromeOS?|https://helpdesk.privateinternetaccess.com/hc/en-us/articles/219014778-How-can-I-set-up-the-VPN-on-Chromebook-ChromeOS-|https://support.privateinternetaccess.com/Knowledgebase/Article/View/90
Do you impose any limitations on usage or bandwidth when using your service?|https://helpdesk.privateinternetaccess.com/hc/en-us/articles/219457517-Do-you-impose-any-limitations-on-usage-or-bandwidth-when-using-your-service-|https://support.privateinternetaccess.com/Knowledgebase/Article/View/8
My internet connection stopped working after using the PIA client|https://helpdesk.privateinternetaccess.com/hc/en-us/articles/219334368-My-internet-connection-stopped-working-after-using-the-PIA-client|https://support.privateinternetaccess.com/Knowledgebase/Article/View/115
Can I use your service with OSX 10.10 (Yosemite)?|https://helpdesk.privateinternetaccess.com/hc/en-us/articles/219457367-Can-I-use-your-service-with-OSX-10-10-Yosemite-|
Installing OpenVPN + PIA on Linux (using the MATE desktop environment)|https://helpdesk.privateinternetaccess.com/hc/en-us/articles/219016688-Installing-OpenVPN-PIA-on-Linux-using-the-MATE-desktop-environment-|https://support.privateinternetaccess.com/Knowledgebase/Article/View/102
TUN / TAP Error on Android?|https://helpdesk.privateinternetaccess.com/hc/en-us/articles/219497237-TUN-TAP-Error-on-Android-|
Should I change the encryption settings of my VPN?|https://helpdesk.privateinternetaccess.com/hc/en-us/articles/218993118-Should-I-change-the-encryption-settings-of-my-VPN-|
Why is the VPN connection not working or slow with the PIA App?|https://helpdesk.privateinternetaccess.com/hc/en-us/articles/219059608-Why-is-the-VPN-connection-not-working-or-slow-with-the-PIA-App-|https://support.privateinternetaccess.com/Knowledgebase/Article/View/87/6/why-is-the-vpn-connection-not-working-or-very-slow-when-using-the-pia-app
Why is the VPN connection not working or slow with the PIA App?|https://helpdesk.privateinternetaccess.com/hc/en-us/articles/219059608-Why-is-the-VPN-connection-not-working-or-slow-with-the-PIA-App-|https://support.privateinternetaccess.com/Knowledgebase/Article/View/87/18/why-is-the-vpn-connection-not-working-or-very-slow-when-using-the-pia-app
Can I keep the VPN always connected on my iPhone/iPad?|https://helpdesk.privateinternetaccess.com/hc/en-us/articles/219457477-Can-I-keep-the-VPN-always-connected-on-my-iPhone-iPad-|https://support.privateinternetaccess.com/Knowledgebase/Article/View/47/16/can-the-vpn-always-be-connected
"Why am I getting a ""919 error"" when installing the Android app?"|https://helpdesk.privateinternetaccess.com/hc/en-us/articles/219658527-Why-am-I-getting-a-919-error-when-installing-the-Android-app-|https://support.privateinternetaccess.com/Knowledgebase/Article/View/84/5/why-am-i-getting-a-919-error-when-installing-the-android-app
Do you offer dedicated IP addresses?|https://helpdesk.privateinternetaccess.com/hc/en-us/articles/219014448-Do-you-offer-dedicated-IP-addresses-|https://support.privateinternetaccess.com/Knowledgebase/Article/View/119
Why am I having issues downloading your VPN on Windows using Internet Explorer/Edge?|https://helpdesk.privateinternetaccess.com/hc/en-us/articles/219658467-Why-am-I-having-issues-downloading-your-VPN-on-Windows-using-Internet-Explorer-Edge-|https://support.privateinternetaccess.com/Knowledgebase/Article/View/65/18/why-am-i-having-issues-downloading-your-vpn-on-windows-using-internet-exploreredge
Why am I receiving an error telling me to use my main username in the new Android release?|https://helpdesk.privateinternetaccess.com/hc/en-us/articles/219058718-Why-am-I-receiving-an-error-telling-me-to-use-my-main-username-in-the-new-Android-release-|https://support.privateinternetaccess.com/Knowledgebase/Article/View/151/5/i-am-receiving-an-error-telling-me-to-use-my-main-username-in-the-new-android-release
Why am I seeing a speed reduction in v53 of your VPN application?|https://helpdesk.privateinternetaccess.com/hc/en-us/articles/219658347-Why-am-I-seeing-a-speed-reduction-in-v53-of-your-VPN-application-|
Why can't I send email when on the VPN?|https://helpdesk.privateinternetaccess.com/hc/en-us/articles/219457007-Why-can-t-I-send-email-when-on-the-VPN-|https://support.privateinternetaccess.com/Knowledgebase/Article/View/33
Why is the iOS app stuck at connecting?|https://helpdesk.privateinternetaccess.com/hc/en-us/articles/219334588-Why-is-the-iOS-app-stuck-at-connecting-|https://support.privateinternetaccess.com/Knowledgebase/Article/View/72/16/why-is-the-vpn-switch-stuck-at-connecting
