old|new
support.privateinternetaccess.com/Knowledgebase/Article/View/70/5/android-openvpn-for-restrictive-networks|https://helpdesk.privateinternetaccess.com/hc/en-us/articles/219438937-Instaling-OpenVPN-PIA-on-Android
support.privateinternetaccess.com/Knowledgebase/Article/View/71|https://www.privateinternetaccess.com/installer/download_installer_win
support.privateinternetaccess.com/Knowledgebase/Article/View/71/18/windows-install|https://www.privateinternetaccess.com/installer/download_installer_win
support.privateinternetaccess.com/Knowledgebase/Article/View/72|https://helpdesk.privateinternetaccess.com/hc/en-us/articles/219334588-Why-is-the-iOS-app-stuck-at-connecting-
support.privateinternetaccess.com/Knowledgebase/Article/View/72/16/why-is-the-vpn-switch-stuck-at-connecting|https://helpdesk.privateinternetaccess.com/hc/en-us/articles/219334588-Why-is-the-iOS-app-stuck-at-connecting-
support.privateinternetaccess.com/Knowledgebase/Article/View/77|https://helpdesk.privateinternetaccess.com/hc/en-us/articles/219498467-How-do-I-find-an-IP-address-for-one-of-your-VPN-gateways-
support.privateinternetaccess.com/Knowledgebase/Article/View/77/23/how-do-i-find-an-ip-address-for-one-of-your-vpn-gateways|https://helpdesk.privateinternetaccess.com/hc/en-us/articles/219498467-How-do-I-find-an-IP-address-for-one-of-your-VPN-gateways-
support.privateinternetaccess.com/Knowledgebase/Article/View/78|https://helpdesk.privateinternetaccess.com/hc/en-us/articles/219657107-How-do-I-change-my-current-subscription-to-a-yearly-payment-term-
support.privateinternetaccess.com/Knowledgebase/Article/View/79|https://helpdesk.privateinternetaccess.com/hc/en-us/articles/219656667-Can-I-reactivate-my-cancelled-service-
support.privateinternetaccess.com/Knowledgebase/Article/View/79/2/can-i-resume-my-recurrent-payments-if-i-have-cancelled-the-auto-renewal|https://helpdesk.privateinternetaccess.com/hc/en-us/articles/219656667-Can-I-reactivate-my-cancelled-service-
support.privateinternetaccess.com/Knowledgebase/Article/View/8|https://helpdesk.privateinternetaccess.com/hc/en-us/articles/219457517-Do-you-impose-any-limitations-on-usage-or-bandwidth-when-using-your-service-
support.privateinternetaccess.com/Knowledgebase/Article/View/80|https://helpdesk.privateinternetaccess.com/hc/en-us/articles/219331288-What-methods-of-payment-do-you-accept-for-account-purchases-
support.privateinternetaccess.com/Knowledgebase/Article/View/82|https://helpdesk.privateinternetaccess.com/hc/en-us/articles/219016568-Can-I-configure-the-VPN-connection-to-always-use-the-same-IP-address-
support.privateinternetaccess.com/Knowledgebase/Article/View/84|https://helpdesk.privateinternetaccess.com/hc/en-us/articles/219658527-Why-am-I-getting-a-919-error-when-installing-the-Android-app-
support.privateinternetaccess.com/Knowledgebase/Article/View/84/5/why-am-i-getting-a-919-error-when-installing-the-android-app|https://helpdesk.privateinternetaccess.com/hc/en-us/articles/219658527-Why-am-I-getting-a-919-error-when-installing-the-Android-app-
support.privateinternetaccess.com/Knowledgebase/Article/View/85|https://helpdesk.privateinternetaccess.com/hc/en-us/articles/219057328-How-do-I-create-a-shortcut-for-the-app-on-my-desktop-Win-Mac-
support.privateinternetaccess.com/Knowledgebase/Article/View/85/18/how-do-i-create-a-shortcut-for-the-app-on-my-desktop-winmac|https://helpdesk.privateinternetaccess.com/hc/en-us/articles/219057328-How-do-I-create-a-shortcut-for-the-app-on-my-desktop-Win-Mac-
support.privateinternetaccess.com/Knowledgebase/Article/View/85/6/how-do-i-create-a-shortcut-for-the-app-on-my-desktop-winmac|https://helpdesk.privateinternetaccess.com/hc/en-us/articles/219057328-How-do-I-create-a-shortcut-for-the-app-on-my-desktop-Win-Mac-
support.privateinternetaccess.com/Knowledgebase/Article/View/86|https://helpdesk.privateinternetaccess.com/hc/en-us/articles/219330588-How-can-I-pay-with-Bitcoins-
support.privateinternetaccess.com/Knowledgebase/Article/View/87|https://helpdesk.privateinternetaccess.com/hc/en-us/articles/219059608-Why-is-the-VPN-connection-not-working-or-slow-with-the-PIA-App-
support.privateinternetaccess.com/Knowledgebase/Article/View/87/18/why-is-the-vpn-connection-not-working-or-very-slow-when-using-the-pia-app|https://helpdesk.privateinternetaccess.com/hc/en-us/articles/219059608-Why-is-the-VPN-connection-not-working-or-slow-with-the-PIA-App-
support.privateinternetaccess.com/Knowledgebase/Article/View/87/6/why-is-the-vpn-connection-not-working-or-very-slow-when-using-the-pia-app|https://helpdesk.privateinternetaccess.com/hc/en-us/articles/219059608-Why-is-the-VPN-connection-not-working-or-slow-with-the-PIA-App-
support.privateinternetaccess.com/Knowledgebase/Article/View/88|https://helpdesk.privateinternetaccess.com/hc/en-us/articles/219331768-Is-your-service-usable-in-China-
support.privateinternetaccess.com/Knowledgebase/Article/View/89|https://helpdesk.privateinternetaccess.com/hc/en-us/articles/219459157-How-do-I-create-a-debug-log-for-the-PIA-app-desktop-laptop-
support.privateinternetaccess.com/Knowledgebase/Article/View/89/18/how-to-create-a-debug-log-for-the-pia-client-app-windowsmac-osx|https://helpdesk.privateinternetaccess.com/hc/en-us/articles/219459157-How-do-I-create-a-debug-log-for-the-PIA-app-desktop-laptop-
support.privateinternetaccess.com/Knowledgebase/Article/View/89/6/how-to-create-a-debug-log-for-the-pia-client-app-windowsmac-osx|https://helpdesk.privateinternetaccess.com/hc/en-us/articles/219459157-How-do-I-create-a-debug-log-for-the-PIA-app-desktop-laptop-
support.privateinternetaccess.com/Knowledgebase/Article/View/9|https://helpdesk.privateinternetaccess.com/hc/en-us/articles/219457267-Can-I-use-the-Private-Internet-Access-service-with-my-router-
support.privateinternetaccess.com/Knowledgebase/Article/View/9/17/can-i-use-the-private-internet-access-service-with-my-router|https://helpdesk.privateinternetaccess.com/hc/en-us/articles/219457267-Can-I-use-the-Private-Internet-Access-service-with-my-router-
support.privateinternetaccess.com/Knowledgebase/Article/View/90|https://helpdesk.privateinternetaccess.com/hc/en-us/articles/219014778-How-can-I-set-up-the-VPN-on-Chromebook-ChromeOS-
support.privateinternetaccess.com/Knowledgebase/Article/View/91|https://helpdesk.privateinternetaccess.com/hc/en-us/articles/219014818-How-can-I-set-up-the-VPN-on-my-Windows-Phone-
support.privateinternetaccess.com/Knowledgebase/Article/View/92|https://helpdesk.privateinternetaccess.com/hc/en-us/articles/219460397-How-to-change-DNS-settings-in-Windows
support.privateinternetaccess.com/Knowledgebase/Article/View/93|https://helpdesk.privateinternetaccess.com/hc/en-us/articles/218983768-Setting-Up-L2TP-PIA-on-Windows-10
support.privateinternetaccess.com/Knowledgebase/Article/View/96|https://helpdesk.privateinternetaccess.com/hc/en-us/articles/219460387-How-to-change-DNS-settings-in-OSX
support.privateinternetaccess.com/Knowledgebase/Article/View/97|https://helpdesk.privateinternetaccess.com/hc/en-us/articles/219015628-How-do-I-disable-IPv6-traffic-on-my-Windows-computer-
support.privateinternetaccess.com/Knowledgebase/Article/View/98|https://helpdesk.privateinternetaccess.com/hc/en-us/articles/219015618-How-do-I-disable-IPv6-traffic-on-my-Mac-computer-
support.privateinternetaccess.com/Tickets/Submit|https://helpdesk.privateinternetaccess.com/hc/en-us/requests/new?ticket_form_id=296428
support.privateinternetaccess.com/index.php?/Knowledgebase/Article/View/32/18/reinstall|https://helpdesk.privateinternetaccess.com/hc/en-us/articles/219498647-How-do-I-uninstall-reinstall-the-PIA-app-on-Windows-
support.privateinternetaccess.com/index.php?/Knowledgebase/Article/View/44/16/is|https://helpdesk.privateinternetaccess.com/hc/en-us/articles/218985608-Installing-OpenVPN-PIA-on-iOS
support.privateinternetaccess.com/index.php?/Knowledgebase/List/Index/16/|https://helpdesk.privateinternetaccess.com/hc/en-us/categories/202721698-Technical
support.privateinternetaccess.com/index.php?/Knowledgebase/PopularArticles|https://helpdesk.privateinternetaccess.com/hc/en-us/
support.privateinternetaccess.com/index.php?/Tickets/Submit|https://helpdesk.privateinternetaccess.com/hc/en-us/requests/new?ticket_form_id=296428
support.privateinternetaccess.com/index.php?/Tier1/Tickets/Submit|https://helpdesk.privateinternetaccess.com/hc/en-us/requests/new?ticket_form_id=300308
